150.878 46.0355 112.98 5.4 5.143e+16 -4.07e+15 -4.735e+16 3.162e+16 3.964e+16 -2.048e+16
331.043 0.9158 10 5.4 -5.07e+16 1.78e+17 -1.28e+17 -5.2e+16 -7.78e+16 -7.24e+17
143.317 42.9042 93.02 5.3 8.4e+15 -9.35e+15 9.6e+14 8.78e+15 -1.536e+16 4.07e+15
186.376 -15.0935 10 5.7 4.39e+16 1.163e+17 -1.601e+17 -9.224e+17 -4.91e+16 1.247e+17
203.488 58.4798 205.1 5.2 3.6e+16 -5.36e+16 1.76e+16 -1.096e+17 1.522e+17 -2.77e+16
101.216 -6.7531 10 5.4 -9.1e+16 2.19e+16 6.91e+16 -1.01e+17 -8.08e+16 -1.91e+17
146.952 47.7074 407.35 5.7 3.422e+17 9.76e+16 -4.398e+17 -1.7e+15 -4.167e+17 -5.06e+16
184.979 -23.6308 10 5.4 2.09e+17 -1.76e+16 -1.91e+17 5.36e+16 1.21e+17 -5.8e+16
169.044 -18.9468 174 6.1 6.8e+16 -2.99e+17 2.31e+17 1.91e+17 -1.449e+18 1.7e+17
293.419 -23.4052 196.37 5.1 -2.323e+15 -3.071e+15 5.395e+15 1.792e+15 -8.753e+15 4.213e+15
287.978 -30.1859 13.68 5.5 4.003e+17 -1.7e+15 -3.985e+17 1.6e+16 -5.861e+17 -1.1e+16
288.206 -30.7525 23.81 5.2 9.131e+15 7.98e+14 -9.929e+15 8.594e+15 -2.3455e+16 3.587e+15
185.799 -17.6766 120 5.5 2.9e+16 9.39e+16 -1.23e+17 1.05e+17 6.43e+16 -4.98e+16
324.76 35.1938 19.19 5.1 -1.41e+16 1.25e+17 -1.11e+17 -8.4e+16 -6.85e+16 3.06e+17
330.644 41.4399 10 5.2 -2.92e+17 3.2e+15 2.89e+17 8.05e+16 -3.86e+16 2.36e+16
183.495 -27.9465 10 5.7 5.722e+17 -1.3e+17 -4.421e+17 1.854e+17 2.487e+17 -1.795e+17
183.45 -28.145 10 5.7 8.17e+17 -1.1e+17 -7.07e+17 6.3e+16 4.91e+17 -1.26e+17
183.614 -28.0327 12.41 6.3 3.187e+18 -2.96e+17 -2.891e+18 1.191e+18 2.035e+18 -1.174e+18
183.68 -28.2216 17.18 5.7 8.3e+17 1.6e+16 -8.45e+17 3.35e+17 4.57e+17 -1.27e+17
147.461 -6.4391 43.25 5.6 -1.831e+17 1.655e+17 1.76e+16 2.131e+17 7.46e+16 -1.296e+17
57.2387 -31.8906 10 5.5 -1.4e+17 1.39e+17 1.3e+15 1.26e+16 -9.6e+15 -4.07e+16
139.341 33.3708 10 5.1 -9.118e+15 7.805e+15 1.313e+15 -3.954e+15 5.947e+15 -3.326e+15
280.362 0.5812 21 6.3 2.105e+18 1.9e+16 -2.125e+18 2.87e+17 -2.719e+18 -5.61e+17
280.358 0.586 19 5.8 5.264e+17 2.05e+16 -5.469e+17 9.72e+16 -3.401e+17 -1.388e+17
198.011 -62.6093 14.85 5.4 -2.27e+16 1.8e+17 -1.57e+17 -4.7e+15 5.06e+16 4.2e+16
167.39 -14.616 166.81 5 3.198e+17 -3.33e+16 -2.865e+17 -7.92e+16 -5.02e+16 1.307e+17
186.786 -15.0745 10 5.8 2.448e+17 3.049e+17 -5.498e+17 2.148e+17 8.283e+17 5.169e+17
187.145 -15.0231 10 6 8.61e+16 2.384e+17 -3.245e+17 8.68e+16 4.471e+17 2.508e+17
256.712 -35.8443 10 5 -1.65e+16 -8.69e+16 1.03e+17 8e+15 -4.15e+16 -3.51e+17
279.214 -0.4094 36.89 5.3 5.428e+16 3.701e+16 -9.129e+16 -2.576e+16 -2.1957e+17 7.024e+16
231.932 -55.3114 10 5.1 -2.41e+16 1.4e+17 -1.16e+17 -9.6e+15 -1.47e+16 1.21e+17
126.758 -7.895 44.33 5.6 1.091e+17 -8.82e+16 -2.09e+16 9.18e+16 -2.37e+16 -3.96e+16
217.922 -56.7699 10 5.8 4e+16 5.128e+17 -5.528e+17 -8.46e+16 5.41e+16 4.487e+17
289.089 -20.1948 11.2 5 3.692e+16 3.52e+15 -4.044e+16 5.56e+15 -4.01e+16 6.91e+15
182.135 -30.0673 39.4 5.2 9.7406e+16 -6.4991e+16 -3.2415e+16 2.2854e+16 1.6431e+16 1.9674e+16
164.974 -10.6376 66.85 5.6 9.75e+16 6.236e+17 -7.211e+17 1.857e+17 -1.895e+17 2.094e+17
70.5425 38.9054 10 5 -1.04e+14 5.902e+15 -5.798e+15 -5.549e+15 -2.3995e+16 -3.1189e+16
