-73	-28	0
-72.9095135574	-27.958742809	10
-72.8190963067	-27.9174264844	20
-72.7287481734	-27.8760511744	30
-72.6384690823	-27.8346170268	40
-72.5482589578	-27.7931241894	50
-72.4581177236	-27.7515728099	60
-72.3680453029	-27.7099630358	70
-72.2780416183	-27.6682950144	80
-72.1881065919	-27.626568893	90
-72.0982401452	-27.5847848186	100
-72.0084421992	-27.5429429382	110
-71.9187126741	-27.5010433986	120
-71.8290514899	-27.4590863464	130
-71.7394585658	-27.4170719282	140
-71.6499338207	-27.3750002902	150
-71.5604771727	-27.3328715787	160
-71.4710885395	-27.2906859398	170
-71.3817678383	-27.2484435193	180
-71.2925149858	-27.2061444631	190
-71.2033298979	-27.1637889166	200
-71.1142124904	-27.1213770256	210
-71.0251626783	-27.0789089351	220
-70.9361803762	-27.0363847904	230
-70.8472654981	-26.9938047365	240
-70.7584179576	-26.9511689182	250
-70.6696376677	-26.9084774803	260
-70.580924541	-26.8657305674	270
-70.4922784895	-26.8229283237	280
-70.4036994249	-26.7800708935	290
-70.3151872581	-26.737158421	300
-70.2267418998	-26.6941910501	310
-70.1383632601	-26.6511689245	320
-70.0500512487	-26.6080921878	330
-69.9618057747	-26.5649609835	340
-69.8736267467	-26.521775455	350
-69.7855140731	-26.4785357453	360
-69.6974676616	-26.4352419974	370
-69.6094874194	-26.3918943541	380
-69.5215732535	-26.3484929582	390
-69.4337250702	-26.3050379521	400
-69.3459427755	-26.2615294781	410
-69.2582262748	-26.2179676785	420
-69.1705754732	-26.1743526952	430
-69.0829902753	-26.1306846701	440
-68.9954705853	-26.0869637449	450
-68.9080163069	-26.0431900611	460
-68.8206273434	-25.9993637601	470
-68.7333035977	-25.9554849831	480
-68.6460449722	-25.911553871	490
-68.558851369	-25.8675705649	500
-68.4717226897	-25.8235352053	510
-68.3846588355	-25.7794479328	520
-68.2976597071	-25.7353088879	530
-68.2107252049	-25.6911182106	540
-68.123855229	-25.646876041	550
-68.0370496788	-25.602582519	560
-67.9503084535	-25.5582377843	570
-67.8636314519	-25.5138419765	580
-67.7770185724	-25.4693952348	590
-67.690469713	-25.4248976985	600
-67.6039847712	-25.3803495066	610
-67.5175636443	-25.335750798	620
-67.4312062291	-25.2911017113	630
-67.3449124221	-25.2464023851	640
-67.2586821193	-25.2016529578	650
-67.1725152164	-25.1568535674	660
-67.0864116089	-25.112004352	670
-67.0003711915	-25.0671054494	680
-66.914393859	-25.0221569973	690
-66.8284795057	-24.9771591332	700
-66.7426280253	-24.9321119944	710
-66.6568393114	-24.887015718	720
-66.5711132572	-24.841870441	730
-66.4854497555	-24.7966763002	740
-66.3998486989	-24.7514334322	750
-66.3143099794	-24.7061419736	760
-66.2288334889	-24.6608020604	770
-66.1434191188	-24.615413829	780
-66.0580667602	-24.5699774151	790
-65.972776304	-24.5244929546	800
-65.8875476406	-24.4789605831	810
-65.8023806602	-24.4333804358	820
-65.7172752525	-24.3877526482	830
-65.6322313071	-24.3420773552	840
-65.5472487131	-24.2963546916	850
-65.4623273594	-24.2505847923	860
-65.3774671345	-24.2047677918	870
-65.2926679268	-24.1589038243	880
-65.2079296241	-24.1129930242	890
-65.1232521139	-24.0670355253	900
-65.0386352838	-24.0210314615	910
-65	-24	914.568292724
