-73	-28	0	-4342.0234375
-72.9095135574	-27.958742809	10	-4408.11797746
-72.8190963067	-27.9174264844	20	-4504.76565745
-72.7287481734	-27.8760511744	30	-4465.12085401
-72.6384690823	-27.8346170268	40	-4400.69755021
-72.5482589578	-27.7931241894	50	-4178.42271948
-72.4581177236	-27.7515728099	60	-4041.07608549
-72.3680453029	-27.7099630358	70	-4314.34482741
-72.2780416183	-27.6682950144	80	-4647.88201814
-72.1881065919	-27.626568893	90	-4919.15894649
-72.0982401452	-27.5847848186	100	-5097.02601884
-72.0084421992	-27.5429429382	110	-5447.75118225
-71.9187126741	-27.5010433986	120	-6189.94181093
-71.8290514899	-27.4590863464	130	-7000.76111422
-71.7394585658	-27.4170719282	140	-6044.11838131
-71.6499338207	-27.3750002902	150	-5197.89596805
-71.5604771727	-27.3328715787	160	-4478.62158728
-71.4710885395	-27.2906859398	170	-3919.25644375
-71.3817678383	-27.2484435193	180	-3997.08819756
-71.2925149858	-27.2061444631	190	-4367.30235814
-71.2033298979	-27.1637889166	200	-3223.17098504
-71.1142124904	-27.1213770256	210	-1734.70908419
-71.0251626783	-27.0789089351	220	-886.567506646
-70.9361803762	-27.0363847904	230	-297.594241518
-70.8472654981	-26.9938047365	240	-98.0458234707
-70.7584179576	-26.9511689182	250	176.73747776
-70.6696376677	-26.9084774803	260	643.805471953
-70.580924541	-26.8657305674	270	826.575999946
-70.4922784895	-26.8229283237	280	966.565949318
-70.4036994249	-26.7800708935	290	1315.11356961
-70.3151872581	-26.737158421	300	1194.84435058
-70.2267418998	-26.6941910501	310	1326.59544177
-70.1383632601	-26.6511689245	320	1498.36548376
-70.0500512487	-26.6080921878	330	1232.96954887
-69.9618057747	-26.5649609835	340	1219.99872858
-69.8736267467	-26.521775455	350	1345.90469563
-69.7855140731	-26.4785357453	360	1678.9247903
-69.6974676616	-26.4352419974	370	1893.83473483
-69.6094874194	-26.3918943541	380	2023.31180141
-69.5215732535	-26.3484929582	390	2655.30507937
-69.4337250702	-26.3050379521	400	3068.58202996
-69.3459427755	-26.2615294781	410	3104.47326357
-69.2582262748	-26.2179676785	420	3441.32019649
-69.1705754732	-26.1743526952	430	3410.60790659
-69.0829902753	-26.1306846701	440	3376.89925226
-68.9954705853	-26.0869637449	450	3850.00821723
-68.9080163069	-26.0431900611	460	4544.7738116
-68.8206273434	-25.9993637601	470	4185.04797404
-68.7333035977	-25.9554849831	480	4250.34200555
-68.6460449722	-25.911553871	490	4873.24472274
-68.558851369	-25.8675705649	500	4464.29163672
-68.4717226897	-25.8235352053	510	4058.63547939
-68.3846588355	-25.7794479328	520	4351.72302728
-68.2976597071	-25.7353088879	530	4371.36808266
-68.2107252049	-25.6911182106	540	4546.24444775
-68.123855229	-25.646876041	550	3933.41959437
-68.0370496788	-25.602582519	560	4656.74948428
-67.9503084535	-25.5582377843	570	5531.27029145
-67.8636314519	-25.5138419765	580	5150.25751109
-67.7770185724	-25.4693952348	590	4719.81666399
-67.690469713	-25.4248976985	600	4135.54772427
-67.6039847712	-25.3803495066	610	4700.79068967
-67.5175636443	-25.335750798	620	4614.82749546
-67.4312062291	-25.2911017113	630	3424.25381175
-67.3449124221	-25.2464023851	640	4325.04445666
-67.2586821193	-25.2016529578	650	4219.82960498
-67.1725152164	-25.1568535674	660	3727.59716807
-67.0864116089	-25.112004352	670	3648.84532656
-67.0003711915	-25.0671054494	680	4135.54391144
-66.914393859	-25.0221569973	690	4935.70256097
-66.8284795057	-24.9771591332	700	4225.39129424
-66.7426280253	-24.9321119944	710	3832.36785726
-66.6568393114	-24.887015718	720	4100.90977805
-66.5711132572	-24.841870441	730	4337.82655039
-66.4854497555	-24.7966763002	740	4445.90957946
-66.3998486989	-24.7514334322	750	5624.10496952
-66.3143099794	-24.7061419736	760	4528.20011861
-66.2288334889	-24.6608020604	770	3531.59012037
-66.1434191188	-24.615413829	780	4212.15827573
-66.0580667602	-24.5699774151	790	3713.2050503
-65.972776304	-24.5244929546	800	3757.78513402
-65.8875476406	-24.4789605831	810	3081.59816541
-65.8023806602	-24.4333804358	820	3274.25100901
-65.7172752525	-24.3877526482	830	3913.8296161
-65.6322313071	-24.3420773552	840	4979.71845605
-65.5472487131	-24.2963546916	850	4123.4649314
-65.4623273594	-24.2505847923	860	1966.74605825
-65.3774671345	-24.2047677918	870	1496.77884015
-65.2926679268	-24.1589038243	880	1334.25119092
-65.2079296241	-24.1129930242	890	1386.92415847
-65.1232521139	-24.0670355253	900	1183.76812959
-65.0386352838	-24.0210314615	910	818.072645189
-65	-24	914.568292724	817.796875
